Num	Name	Type1	Type2	Ability1	Ability2	Ability3	Ability4	Base H	Base A	Base B	Base C	Base D	Base S
636	メラルバ	むし	ほのお	ほのおのからだ	むしのしらせ	-	-	55	85	55	50	55	60
637	ウルガモス	むし	ほのお	ほのおのからだ	むしのしらせ	-	-	85	60	65	135	105	100
371	タツベイ	ドラゴン	-	いしあたま	ちからずく	-	-	45	75	60	40	30	50
372	コモルー	ドラゴン	-	いしあたま	ぼうじん	-	-	65	95	100	60	50	50
373	ボーマンダ	ドラゴン	ひこう	いかく	じしんかじょう	-	-	95	135	80	110	80	100
957	カヌチャン	フェアリー	はがね	かたやぶり	マイペース	わるいてぐせ	-	50	45	45	35	64	58
958	ナカヌチャン	フェアリー	はがね	かたやぶり	マイペース	わるいてぐせ	-	65	55	55	45	82	78
959	デカヌチャン	フェアリー	はがね	かたやぶり	マイペース	わるいてぐせ	-	85	75	77	70	105	94
856	ミブリム	エスパー	-	いやしのこころ	きけんよち	マジックミラー	-	42	30	45	56	53	39
857	テブリム	エスパー	-	いやしのこころ	きけんよち	マジックミラー	-	57	40	65	86	73	49
858	ブリムオン	エスパー	フェアリー	いやしのこころ	きけんよち	マジックミラー	-	57	90	95	136	103	29
859	ベロバー	あく	フェアリー	いたずらごころ	おみとおし	わるいてぐせ	-	45	45	30	55	40	50
860	ギモー	あく	フェアリー	いたずらごころ	おみとおし	わるいてぐせ	-	65	60	45	75	55	70
861	オーロンゲ	あく	フェアリー	いたずらごころ	おみとおし	わるいてぐせ	-	95	120	65	95	75	60
960	ウミディグダ	みず	-	ぬめぬめ	びびり	すながくれ	-	10	55	25	35	25	95
961	ウミトリオ	みず	-	ぬめぬめ	びびり	すながくれ	-	35	100	50	50	70	120
962	オトシドリ	ひこう	あく	はとむね	するどいめ	いわはこび	-	70	103	85	60	85	82
963	ナミイルカ	みず	-	みずのベール	-	-	-	70	45	40	45	40	75
964	イルカマン(ナイーブ)	みず	-	マイティチェンジ	-	-	-	100	70	72	53	62	100
964-1	イルカマン(マイティ)	みず	-	マイティチェンジ	-	-	-	100	160	97	106	87	100
965	ブロロン	はがね	どく	ぼうじん	スロースタート	-	-	45	70	63	30	45	47
966	ブロロローム	はがね	どく	ぼうじん	フィルター	-	-	80	119	90	54	67	90
967	モトトカゲ	ドラゴン	ノーマル	だっぴ	さいせいりょく	-	-	70	95	65	85	65	121
968	ミミズズ	はがね	-	どしょく	すながくれ	-	-	70	85	145	60	55	65
302	ヤミラミ	あく	ゴースト	するどいめ	あとだし	いたずらごころ	-	50	75	75	65	65	50
353	カゲボウズ	ゴースト	-	ふみん	おみとおし	のろわれボディ	-	44	75	35	63	33	45
354	ジュペッタ	ゴースト	-	ふみん	おみとおし	のろわれボディ	-	64	115	65	83	63	65
870	タイレーツ	かくとう	-	カブトアーマー	まけんき	-	-	65	100	100	70	60	75
701	ルチャブル	かくとう	ひこう	じゅうなん	かるわざ	かたやぶり	-	78	92	75	74	63	118
442	ミカルゲ	ゴースト	あく	プレッシャー	すりぬけ	-	-	50	92	108	92	108	35
714	オンバット	ひこう	ドラゴン	おみとおし	すりぬけ	テレパシー	-	40	30	35	45	40	55
715	オンバーン	ひこう	ドラゴン	おみとおし	すりぬけ	テレパシー	-	85	70	80	97	80	123
885	ドラメシヤ	ドラゴン	ゴースト	クリアボディ	すりぬけ	のろわれボディ	-	28	60	30	40	30	82
886	ドロンチ	ドラゴン	ゴースト	クリアボディ	すりぬけ	のろわれボディ	-	68	80	50	60	50	102
887	ドラパルト	ドラゴン	ゴースト	クリアボディ	すりぬけ	のろわれボディ	-	88	120	75	100	75	142
969	キラーメ	いわ	どく	どくげしょう	ふしょく	-	-	48	35	42	105	60	60
970	キラフロル	いわ	どく	どくげしょう	ふしょく	-	-	83	55	90	130	81	86
479	ロトム	でんき	ゴースト	ふゆう	-	-	-	50	50	77	95	77	91
479-1	ヒートロトム	でんき	ほのお	ふゆう	-	-	-	50	65	107	105	107	86
479-2	ウォッシュロトム	でんき	みず	ふゆう	-	-	-	50	65	107	105	107	86
479-3	フロストロトム	でんき	こおり	ふゆう	-	-	-	50	65	107	105	107	86
479-4	スピンロトム	でんき	ひこう	ふゆう	-	-	-	50	65	107	105	107	86
479-5	カットロトム	でんき	くさ	ふゆう	-	-	-	50	65	107	105	107	86
971	ボチ	ゴースト	-	ものひろい	もふもふ	-	-	50	61	60	30	55	34
972	ハカドッグ	ゴースト	-	すなかき	もふもふ	-	-	72	101	100	50	97	68
765	ヤレユータン	ノーマル	エスパー	せいしんりょく	テレパシー	きょうせい	-	90	60	80	90	110	60
766	ナゲツケサル	かくとう	-	レシーバー	まけんき	-	-	100	120	90	40	60	80
775	ネッコアラ	ノーマル	-	ぜったいねむり	-	-	-	65	115	65	75	95	65
246	ヨーギラス	いわ	じめん	こんじょう	すながくれ	-	-	50	64	50	45	50	41
247	サナギラス	いわ	じめん	だっぴ	-	-	-	70	84	70	65	70	51
248	バンギラス	いわ	あく	すなおこし	きんちょうかん	-	-	100	134	110	95	100	61
874	イシヘンジン	いわ	-	パワースポット	-	-	-	100	125	135	20	20	70
875	コオリッポ(アイス)	こおり	-	アイスフェイス	-	-	-	75	80	110	65	90	50
875-1	コオリッポ(ナイス)	こおり	-	アイスフェイス	-	-	-	75	80	70	65	50	130
871	バチンウニ	でんき	-	ひらいしん	エレキメイカー	-	-	48	101	95	91	85	15
769	スナバァ	ゴースト	じめん	みずがため	すながくれ	-	-	55	55	80	70	45	15
770	シロデスナ	ゴースト	じめん	みずがため	すながくれ	-	-	85	75	110	100	75	35
79	ヤドン	みず	エスパー	どんかん	マイペース	さいせいりょく	-	90	65	65	40	40	15
80	ヤドラン	みず	エスパー	どんかん	マイペース	さいせいりょく	-	95	75	110	100	80	30
199	ヤドキング	みず	エスパー	どんかん	マイペース	さいせいりょく	-	95	75	80	100	110	30
422	カラナクシ	みず	-	ねんちゃく	よびみず	すなのちから	-	76	48	48	57	62	34
423	トリトドン	みず	じめん	ねんちゃく	よびみず	すなのちから	-	111	83	68	92	82	39
90	シェルダー	みず	-	シェルアーマー	スキルリンク	ぼうじん	-	30	65	100	45	25	40
91	パルシェン	みず	こおり	シェルアーマー	スキルリンク	ぼうじん	-	50	95	180	85	45	70
211	ハリーセン	みず	どく	どくのトゲ	すいすい	いかく	-	65	95	85	55	55	85
370	ラブカス	みず	-	すいすい	うるおいボディ	-	-	43	30	55	40	65	97
456	ケイコウオ	みず	-	すいすい	よびみず	みずのベール	-	49	49	56	49	61	66
457	ネオラント	みず	-	すいすい	よびみず	みずのベール	-	69	69	76	69	86	91
779	ハギギシリ	みず	エスパー	ビビッドボディ	がんじょうあご	ミラクルスキン	-	68	105	70	70	70	92
594	ママンボウ	みず	-	いやしのこころ	うるおいボディ	さいせいりょく	-	165	75	80	40	45	65
690	クズモー	どく	みず	どくのトゲ	どくしゅ	てきおうりょく	-	50	60	60	60	60	30
691	ドラミドロ	どく	ドラゴン	どくのトゲ	どくしゅ	てきおうりょく	-	65	75	90	97	123	44
692	ウデッポウ	みず	-	メガランチャー	-	-	-	50	53	62	58	63	44
693	ブロスター	みず	-	メガランチャー	-	-	-	71	73	88	120	89	59
602	シビシラス	でんき	-	ふゆう	-	-	-	35	55	40	45	40	60
603	シビビール	でんき	-	ふゆう	-	-	-	65	85	70	75	70	40
604	シビルドン	でんき	-	ふゆう	-	-	-	85	115	80	105	80	50
747	ヒドイデ	どく	みず	ひとでなし	じゅうなん	さいせいりょく	-	50	53	62	43	52	45
748	ドヒドイデ	どく	みず	ひとでなし	じゅうなん	さいせいりょく	-	50	63	152	53	142	35
973	カラミンゴ	ひこう	かくとう	きもったま	ちどりあし	きょうえん	-	82	115	74	75	64	90
147	ミニリュウ	ドラゴン	-	だっぴ	ふしぎなうろこ	-	-	41	64	45	50	50	50
148	ハクリュー	ドラゴン	-	だっぴ	ふしぎなうろこ	-	-	61	84	65	70	70	70
149	カイリュー	ドラゴン	ひこう	せいしんりょく	マルチスケイル	-	-	91	134	95	100	100	80
872	ユキハミ	こおり	むし	りんぷん	こおりのりんぷん	-	-	30	25	35	45	30	20
873	モスノウ	こおり	むし	りんぷん	こおりのりんぷん	-	-	70	65	60	125	90	65
459	ユキカブリ	くさ	こおり	ゆきふらし	ぼうおん	-	-	60	62	50	62	60	40
460	ユキノオー	くさ	こおり	ゆきふらし	ぼうおん	-	-	90	92	75	92	85	60
225	デリバード	こおり	ひこう	やるき	はりきり	ふみん	-	45	55	45	65	45	75
613	クマシュン	こおり	-	ゆきがくれ	ゆきかき	びびり	-	55	70	40	60	40	40
614	ツンベアー	こおり	-	ゆきがくれ	ゆきかき	すいすい	-	95	130	80	70	80	50
361	ユキワラシ	こおり	-	せいしんりょく	アイスボディ	ムラっけ	-	50	50	50	50	50	50
362	オニゴーリ	こおり	-	せいしんりょく	アイスボディ	ムラっけ	-	80	80	80	80	80	80
478	ユキメノコ	こおり	ゴースト	ゆきがくれ	のろわれボディ	-	-	70	80	70	80	70	110
615	フリージオ	こおり	-	ふゆう	-	-	-	80	50	50	95	135	105
974	アルクジラ	こおり	-	あついしぼう	ゆきがくれ	ちからずく	-	108	68	45	30	40	43
975	ハルクジラ	こおり	-	あついしぼう	ゆきかき	ちからずく	-	170	113	65	45	55	73
712	カチコール	こおり	-	マイペース	アイスボディ	がんじょう	-	55	69	85	32	35	28
713	クレベース	こおり	-	マイペース	アイスボディ	がんじょう	-	95	117	184	44	46	28
627	ワシボン	ノーマル	ひこう	するどいめ	ちからずく	はりきり	-	70	83	50	37	50	60
628	ウォーグル	ノーマル	ひこう	するどいめ	ちからずく	まけんき	-	100	123	75	57	75	80
624	コマタナ	あく	はがね	まけんき	せいしんりょく	プレッシャー	-	45	85	70	40	40	60
625	キリキザン	あく	はがね	まけんき	せいしんりょく	プレッシャー	-	65	125	100	60	70	70
983	ドドゲザン	あく	はがね	まけんき	そうだいしょう	プレッシャー	-	100	135	120	60	85	50
633	モノズ	あく	ドラゴン	はりきり	-	-	-	52	65	50	45	50	38
634	ジヘッド	あく	ドラゴン	はりきり	-	-	-	72	85	70	65	70	58
635	サザンドラ	あく	ドラゴン	ふゆう	-	-	-	92	105	90	125	90	98
976	ミガルーサ	みず	エスパー	かたやぶり	きれあじ	-	-	90	102	73	78	65	70
977	ヘイラッシャ	みず	-	てんねん	どんかん	みずのベール	-	150	100	115	65	65	35
978	シャリタツ	ドラゴン	みず	しれいとう	よびみず	-	-	68	50	60	120	95	82
984	イダイナキバ	じめん	かくとう	こだいかっせい	-	-	-	115	131	131	53	53	87
985	サケブシッポ	フェアリー	エスパー	こだいかっせい	-	-	-	115	65	99	65	115	111
986	アラブルタケ	くさ	あく	こだいかっせい	-	-	-	111	127	99	79	99	55
987	ハバタクカミ	ゴースト	フェアリー	こだいかっせい	-	-	-	55	55	55	135	135	135
988	チヲハウハネ	むし	かくとう	こだいかっせい	-	-	-	85	135	79	85	105	81
989	スナノケガワ	でんき	じめん	こだいかっせい	-	-	-	85	81	97	121	85	101
990	テツノワダチ	じめん	はがね	クォークチャージ	-	-	-	90	112	120	72	70	106
991	テツノツツミ	こおり	みず	クォークチャージ	-	-	-	56	80	114	124	60	136
992	テツノカイナ	かくとう	でんき	クォークチャージ	-	-	-	154	140	108	50	68	50
993	テツノコウベ	あく	ひこう	クォークチャージ	-	-	-	94	80	86	122	80	108
994	テツノドクガ	ほのお	どく	クォークチャージ	-	-	-	80	70	60	140	110	110
995	テツノイバラ	いわ	でんき	クォークチャージ	-	-	-	100	134	110	70	84	72
996	セビエ	ドラゴン	こおり	ねつこうかん	アイスボディ	-	-	65	75	45	35	45	55
997	セゴール	ドラゴン	こおり	ねつこうかん	アイスボディ	-	-	90	95	66	45	65	62
998	セグレイブ	ドラゴン	こおり	ねつこうかん	アイスボディ	-	-	115	145	92	75	86	87
999	コレクレー(はこ)	ゴースト	-	びびり	-	-	-	45	30	70	75	70	10
999-1	コレクレー(とほ)	ゴースト	-	にげあし	-	-	-	45	30	25	75	45	80
1000	サーフゴー	はがね	ゴースト	おうごんのからだ	-	-	-	87	60	95	133	91	84
1001	チオンジェン	あく	くさ	わざわいのおふだ	-	-	-	85	85	100	95	135	70
1002	パオジアン	あく	こおり	わざわいのつるぎ	-	-	-	80	120	80	90	65	135
1003	ディンルー	あく	じめん	わざわいのうつわ	-	-	-	155	110	125	55	80	45
1004	イーユイ	あく	ほのお	わざわいのたま	-	-	-	55	80	80	135	120	100
1005	トドロクツキ	ドラゴン	あく	こだいかっせい	-	-	-	105	139	71	55	101	119
1006	テツノブジン	フェアリー	かくとう	クォークチャージ	-	-	-	74	130	90	120	60	116
1007	コライドン	かくとう	ドラゴン	ひひいろのこどう	-	-	-	100	135	115	85	100	135
1008	ミライドン	でんき	ドラゴン	ハドロンエンジン	-	-	-	100	85	100	135	115	135
1	フシギダネ	くさ	どく	しんりょく	ようりょくそ	-	-	45	49	49	65	65	45
2	フシギソウ	くさ	どく	しんりょく	ようりょくそ	-	-	60	62	63	80	80	60
3	フシギバナ	くさ	どく	しんりょく	ようりょくそ	-	-	80	82	83	100	100	80
4	ヒトカゲ	ほのお	-	もうか	サンパワー	-	-	39	52	43	60	50	65
5	リザード	ほのお	-	もうか	サンパワー	-	-	58	64	58	80	65	80
6	リザードン	ほのお	ひこう	もうか	サンパワー	-	-	78	84	78	109	85	100
7	ゼニガメ	みず	-	げきりゅう	あめうけざら	-	-	44	48	65	50	64	43
8	カメール	みず	-	げきりゅう	あめうけざら	-	-	59	63	80	65	80	58
9	カメックス	みず	-	げきりゅう	あめうけざら	-	-	79	83	100	85	105	78
23	アーボ	どく	-	いかく	だっぴ	きんちょうかん	-	35	60	44	40	54	55
24	アーボック	どく	-	いかく	だっぴ	きんちょうかん	-	60	95	69	65	79	80
26-1	アローラライチュウ	でんき	エスパー	サーフテール	-	-	-	60	85	50	95	85	110
27	サンド	じめん	-	すながくれ	すなかき	-	-	50	75	85	20	30	40
27-1	アローラサンド	こおり	はがね	ゆきがくれ	ゆきかき	-	-	50	75	90	10	35	40
28	サンドパン	じめん	-	すながくれ	すなかき	-	-	75	100	110	45	55	65
28-1	アローラサンドパン	こおり	はがね	ゆきがくれ	ゆきかき	-	-	75	100	120	25	65	65
35	ピッピ	フェアリー	-	メロメロボディ	マジックガード	フレンドガード	-	70	45	48	60	65	35
36	ピクシー	フェアリー	-	メロメロボディ	マジックガード	てんねん	-	95	70	73	95	90	60
37	ロコン	ほのお	-	もらいび	ひでり	-	-	38	41	40	50	65	65
37-1	アローラロコン	こおり	-	ゆきがくれ	ゆきふらし	-	-	38	41	40	50	65	65
38	キュウコン	ほのお	-	もらいび	ひでり	-	-	73	76	75	81	100	100
38-1	アローラキュウコン	こおり	フェアリー	ゆきがくれ	ゆきふらし	-	-	73	67	75	81	100	109
43	ナゾノクサ	くさ	どく	ようりょくそ	にげあし	-	-	45	50	55	75	65	30
44	クサイハナ	くさ	どく	ようりょくそ	あくしゅう	-	-	60	65	70	85	75	40
45	ラフレシア	くさ	どく	ようりょくそ	ほうし	-	-	75	80	85	110	90	50
50-1	アローラディグダ	じめん	はがね	すながくれ	カーリーヘアー	すなのちから	-	10	55	30	35	45	90
51-1	アローラダグトリオ	じめん	はがね	すながくれ	カーリーヘアー	すなのちから	-	35	100	60	50	70	110
52-1	アローラニャース	あく	-	ものひろい	テクニシャン	びびり	-	40	35	35	50	40	90
52-2	ガラルニャース	はがね	-	ものひろい	かたいツメ	きんちょうかん	-	50	65	55	40	40	40
53-1	アローラペルシアン	あく	-	ファーコート	テクニシャン	びびり	-	65	60	60	75	65	115
58-1	ヒスイガーディ	ほのお	いわ	いかく	もらいび	いしあたま	-	60	75	45	65	50	55
59-1	ヒスイウインディ	ほのお	いわ	いかく	もらいび	いしあたま	-	95	115	80	95	80	90
60	ニョロモ	みず	-	ちょすい	しめりけ	すいすい	-	40	50	40	40	40	90
61	ニョロゾ	みず	-	ちょすい	しめりけ	すいすい	-	65	65	65	50	50	90
62	ニョロボン	みず	かくとう	ちょすい	しめりけ	すいすい	-	90	95	95	70	90	70
69	マダツボミ	くさ	どく	ようりょくそ	くいしんぼう	-	-	50	75	35	70	30	40
70	ウツドン	くさ	どく	ようりょくそ	くいしんぼう	-	-	65	90	50	85	45	55
71	ウツボット	くさ	どく	ようりょくそ	くいしんぼう	-	-	80	105	65	100	70	70
72	メノクラゲ	みず	どく	クリアボディ	ヘドロえき	あめうけざら	-	40	40	35	50	100	70
73	ドククラゲ	みず	どく	クリアボディ	ヘドロえき	あめうけざら	-	80	70	65	80	120	100
74	イシツブテ	いわ	じめん	いしあたま	がんじょう	すながくれ	-	40	80	100	30	30	20
74-1	アローライシツブテ	いわ	でんき	じりょく	がんじょう	エレキスキン	-	40	80	100	30	30	20
75	ゴローン	いわ	じめん	いしあたま	がんじょう	すながくれ	-	55	95	115	45	45	35
75-1	アローラゴローン	いわ	でんき	じりょく	がんじょう	エレキスキン	-	55	95	115	45	45	35
76	ゴローニャ	いわ	じめん	いしあたま	がんじょう	すながくれ	-	80	120	130	55	65	45
76-1	アローラゴローニャ	いわ	でんき	じりょく	がんじょう	エレキスキン	-	80	120	130	55	65	45
79-1	ガラルヤドン	エスパー	-	くいしんぼう	マイペース	さいせいりょく	-	90	65	65	40	40	15
80-2	ガラルヤドラン	どく	エスパー	クイックドロウ	マイペース	さいせいりょく	-	95	100	95	100	70	30
84	ドードー	ノーマル	ひこう	にげあし	はやおき	ちどりあし	-	35	85	45	35	35	75
85	ドードリオ	ノーマル	ひこう	にげあし	はやおき	ちどりあし	-	60	110	70	60	60	110
86	パウワウ	みず	-	あついしぼう	うるおいボディ	アイスボディ	-	65	45	55	45	70	45
87	ジュゴン	みず	こおり	あついしぼう	うるおいボディ	アイスボディ	-	90	70	80	70	95	70
88-1	アローラベトベター	どく	あく	どくしゅ	くいしんぼう	かがくのちから	-	80	80	50	40	50	25
89-1	アローラベトベトン	どく	あく	どくしゅ	くいしんぼう	かがくのちから	-	105	105	75	65	100	50
100-1	ヒスイビリリダマ	でんき	くさ	ぼうおん	せいでんき	ゆうばく	-	40	30	50	55	55	100
101-1	ヒスイマルマイン	でんき	くさ	ぼうおん	せいでんき	ゆうばく	-	60	50	70	80	80	150
102	タマタマ	くさ	エスパー	ようりょくそ	しゅうかく	-	-	60	40	80	60	45	40
103	ナッシー	くさ	エスパー	ようりょくそ	しゅうかく	-	-	95	95	85	125	75	55
103-1	アローラナッシー	くさ	ドラゴン	おみとおし	しゅうかく	-	-	95	105	85	125	75	45
106	サワムラー	かくとう	-	じゅうなん	すてみ	かるわざ	-	50	120	53	35	110	87
107	エビワラー	かくとう	-	するどいめ	てつのこぶし	せいしんりょく	-	50	105	79	35	110	76
109	ドガース	どく	-	ふゆう	かがくへんかガス	あくしゅう	-	40	65	95	60	45	35
110	マタドガス	どく	-	ふゆう	かがくへんかガス	あくしゅう	-	65	90	120	85	70	60
110-1	ガラルマタドガス	どく	フェアリー	ふゆう	かがくへんかガス	ミストメイカー	-	65	90	120	85	70	60
111	サイホーン	じめん	いわ	ひらいしん	いしあたま	すてみ	-	80	85	95	30	30	25
112	サイドン	じめん	いわ	ひらいしん	いしあたま	すてみ	-	105	130	120	45	45	40
116	タッツー	みず	-	すいすい	スナイパー	しめりけ	-	30	40	70	70	25	60
117	シードラ	みず	-	どくのトゲ	スナイパー	しめりけ	-	55	65	95	95	45	85
125	エレブー	でんき	-	せいでんき	やるき	-	-	65	83	57	95	85	105
126	ブーバー	ほのお	-	ほのおのからだ	やるき	-	-	65	95	57	100	85	93
128	ケンタロス	ノーマル	-	いかく	いかりのつぼ	ちからずく	-	75	100	95	40	70	110
131	ラプラス	みず	こおり	ちょすい	シェルアーマー	うるおいボディ	-	130	85	80	85	95	60
137	ポリゴン	ノーマル	-	トレース	ダウンロード	アナライズ	-	65	60	70	85	75	40
143	カビゴン	ノーマル	-	めんえき	あついしぼう	くいしんぼう	-	160	110	65	65	110	30
144	フリーザー	こおり	ひこう	プレッシャー	ゆきがくれ	-	-	90	85	100	95	125	85
144-1	ガラルフリーザー	エスパー	ひこう	かちき	-	-	-	90	85	85	125	100	95
145	サンダー	でんき	ひこう	プレッシャー	せいでんき	-	-	90	90	85	125	90	100
145-1	ガラルサンダー	かくとう	ひこう	まけんき	-	-	-	90	125	90	85	90	100
146	ファイヤー	ほのお	ひこう	プレッシャー	ほのおのからだ	-	-	90	100	90	125	85	90
146-1	ガラルファイヤー	あく	ひこう	ぎゃくじょう	-	-	-	90	85	90	100	125	90
150	ミュウツー	エスパー	-	プレッシャー	きんちょうかん	-	-	106	110	90	154	90	130
151	ミュウ	エスパー	-	シンクロ	-	-	-	100	100	100	100	100	100
152	チコリータ	くさ	-	しんりょく	リーフガード	-	-	45	49	65	49	65	45
153	ベイリーフ	くさ	-	しんりょく	リーフガード	-	-	60	62	80	63	80	60
154	メガニウム	くさ	-	しんりょく	リーフガード	-	-	80	82	100	83	100	80
155	ヒノアラシ	ほのお	-	もうか	もらいび	-	-	39	52	43	60	50	65
156	マグマラシ	ほのお	-	もうか	もらいび	-	-	58	64	58	80	65	80
157	バクフーン	ほのお	-	もうか	もらいび	-	-	78	84	78	109	85	100
157-1	ヒスイバクフーン	ほのお	ゴースト	もうか	おみとおし	-	-	73	84	78	119	85	95
158	ワニノコ	みず	-	げきりゅう	ちからずく	-	-	50	65	64	44	48	43
159	アリゲイツ	みず	-	げきりゅう	ちからずく	-	-	65	80	80	59	63	58
160	オーダイル	みず	-	げきりゅう	ちからずく	-	-	85	105	100	79	83	78
161	オタチ	ノーマル	-	にげあし	するどいめ	おみとおし	-	35	46	34	35	45	20
162	オオタチ	ノーマル	-	にげあし	するどいめ	おみとおし	-	85	76	64	45	55	90
163	ホーホー	ノーマル	ひこう	ふみん	するどいめ	いろめがね	-	60	30	30	36	56	50
164	ヨルノズク	ノーマル	ひこう	ふみん	するどいめ	いろめがね	-	100	50	50	86	96	70
167	イトマル	むし	どく	むしのしらせ	ふみん	スナイパー	-	40	60	40	40	40	30
168	アリアドス	むし	どく	むしのしらせ	ふみん	スナイパー	-	70	90	70	60	70	40
170	チョンチー	みず	でんき	ちくでん	はっこう	ちょすい	-	75	38	38	56	56	67
171	ランターン	みず	でんき	ちくでん	はっこう	ちょすい	-	125	58	58	76	76	67
173	ピィ	フェアリー	-	メロメロボディ	マジックガード	フレンドガード	-	50	25	28	45	55	15
182	キレイハナ	くさ	-	ようりょくそ	いやしのこころ	-	-	75	80	95	90	100	50
186	ニョロトノ	みず	-	ちょすい	しめりけ	あめふらし	-	90	75	75	90	100	70
190	エイパム	ノーマル	-	にげあし	ものひろい	スキルリンク	-	55	70	55	40	55	85
193	ヤンヤンマ	むし	ひこう	かそく	ふくがん	おみとおし	-	65	65	45	75	45	95
194	ウパー	みず	じめん	しめりけ	ちょすい	てんねん	-	55	45	45	25	25	15
195	ヌオー	みず	じめん	しめりけ	ちょすい	てんねん	-	95	85	85	65	65	35
199-1	ガラルヤドキング	どく	エスパー	きみょうなくすり	マイペース	さいせいりょく	-	95	65	80	110	110	30
207	グライガー	じめん	ひこう	かいりきバサミ	すながくれ	めんえき	-	65	75	105	35	65	85
209	ブルー	フェアリー	-	いかく	にげあし	びびり	-	60	80	50	40	40	30
210	グランブル	フェアリー	-	いかく	はやあし	びびり	-	90	120	75	60	60	45
211-1	ヒスイハリーセン	あく	どく	どくのトゲ	すいすい	いかく	-	65	95	85	55	55	85
215-1	ヒスイニューラ	かくとう	どく	せいしんりょく	するどいめ	わるいてぐせ	-	55	95	55	35	75	115
218	マグマッグ	ほのお	-	マグマのよろい	ほのおのからだ	くだけるよろい	-	40	40	40	70	40	20
219	マグカルゴ	ほのお	いわ	マグマのよろい	ほのおのからだ	くだけるよろい	-	60	50	120	90	80	30
220	ウリムー	こおり	じめん	どんかん	ゆきがくれ	あついしぼう	-	50	50	40	30	30	50
221	イノムー	こおり	じめん	どんかん	ゆきがくれ	あついしぼう	-	100	100	80	60	60	50
227	エアームド	はがね	ひこう	するどいめ	がんじょう	くだけるよろい	-	65	80	140	40	70	70
230	キングドラ	みず	ドラゴン	すいすい	スナイパー	しめりけ	-	75	95	95	95	95	85
233	ポリゴン２	ノーマル	-	トレース	ダウンロード	アナライズ	-	85	80	90	105	95	60
235	ドーブル	ノーマル	-	マイペース	テクニシャン	ムラっけ	-	55	20	35	20	45	75
236	バルキー	かくとう	-	こんじょう	ふくつのこころ	やるき	-	35	35	35	35	35	35
237	カポエラー	かくとう	-	いかく	テクニシャン	ふくつのこころ	-	50	95	95	35	110	70
239	エレキッド	でんき	-	せいでんき	やるき	-	-	45	63	37	65	55	95
240	ブビィ	ほのお	-	ほのおのからだ	やるき	-	-	45	75	37	70	55	83
243	ライコウ	でんき	-	プレッシャー	せいしんりょく	-	-	90	85	75	115	100	115
244	エンテイ	ほのお	-	プレッシャー	せいしんりょく	-	-	115	115	85	90	75	100
245	スイクン	みず	-	プレッシャー	せいしんりょく	-	-	100	75	115	90	115	85
249	ルギア	エスパー	ひこう	プレッシャー	マルチスケイル	-	-	106	90	130	90	154	110
250	ホウオウ	ほのお	ひこう	プレッシャー	さいせいりょく	-	-	106	130	90	110	154	90
252	キモリ	くさ	-	しんりょく	かるわざ	-	-	40	45	35	65	55	70
253	ジュプトル	くさ	-	しんりょく	かるわざ	-	-	50	65	45	85	65	95
254	ジュカイン	くさ	-	しんりょく	かるわざ	-	-	70	85	65	105	85	120
255	アチャモ	ほのお	-	もうか	かそく	-	-	45	60	40	70	50	45
256	ワカシャモ	ほのお	かくとう	もうか	かそく	-	-	60	85	60	85	60	55
257	バシャーモ	ほのお	かくとう	もうか	かそく	-	-	80	120	70	110	70	80
258	ミズゴロウ	みず	-	げきりゅう	しめりけ	-	-	50	70	50	50	50	40
259	ヌマクロー	みず	じめん	げきりゅう	しめりけ	-	-	70	85	70	60	70	50
260	ラグラージ	みず	じめん	げきりゅう	しめりけ	-	-	100	110	90	85	90	60
261	ポチエナ	あく	-	にげあし	はやあし	びびり	-	35	55	35	30	30	35
262	グラエナ	あく	-	いかく	はやあし	じしんかじょう	-	70	90	70	60	60	70
270	ハスボー	みず	くさ	すいすい	あめうけざら	マイペース	-	40	30	30	40	50	30
271	ハスブレロ	みず	くさ	すいすい	あめうけざら	マイペース	-	60	50	50	60	70	50
272	ルンパッパ	みず	くさ	すいすい	あめうけざら	マイペース	-	80	70	70	90	100	70
273	タネボー	くさ	-	ようりょくそ	はやおき	わるいてぐせ	-	40	40	50	30	30	30
274	コノハナ	くさ	あく	ようりょくそ	はやおき	わるいてぐせ	-	70	70	40	60	40	60
275	ダーテング	くさ	あく	ようりょくそ	かぜのり	わるいてぐせ	-	90	100	60	90	60	80
299	ノズパス	いわ	-	がんじょう	じりょく	すなのちから	-	30	45	135	45	90	30
311	プラスル	でんき	-	プラス	ひらいしん	-	-	60	50	40	85	75	95
312	マイナン	でんき	-	マイナス	ちくでん	-	-	60	40	50	75	85	95
313	バルビート	むし	-	はっこう	むしのしらせ	いたずらごころ	-	65	73	75	47	85	85
314	イルミーゼ	むし	-	どんかん	いろめがね	いたずらごころ	-	65	47	75	73	85	85
328	ナックラー	じめん	-	かいりきバサミ	ありじごく	ちからずく	-	45	100	45	45	45	10
329	ビブラーバ	じめん	ドラゴン	ふゆう	-	-	-	50	70	50	50	50	70
330	フライゴン	じめん	ドラゴン	ふゆう	-	-	-	80	100	80	80	80	100
341	ヘイガニ	みず	-	かいりきバサミ	シェルアーマー	てきおうりょく	-	43	80	65	50	35	35
342	シザリガー	みず	あく	かいりきバサミ	シェルアーマー	てきおうりょく	-	63	120	85	90	55	55
349	ヒンバス	みず	-	すいすい	どんかん	てきおうりょく	-	20	15	20	10	55	80
