Name	Type	Class	Power	Hit	PP
ぼうふう	ひこう	特殊	110	70	10
ほのおのうず	ほのお	特殊	35	85	15
ほのおのちかい	ほのお	特殊	80	100	10
ほのおのまい	ほのお	特殊	80	100	10
ボルトチェンジ	でんき	特殊	70	100	20
マグマストーム	ほのお	特殊	100	75	5
マジカルシャイン	フェアリー	特殊	80	100	10
マジカルフレイム	ほのお	特殊	75	100	10
マジカルリーフ	くさ	特殊	60	10000	20
マッドショット	じめん	特殊	55	95	15
まとわりつく	むし	特殊	20	100	20
みずあめボム	くさ	特殊	60	85	10
みずしゅりけん	みず	特殊	15	100	20
みずでっぽう	みず	特殊	40	100	25
ミストバースト	フェアリー	特殊	100	100	5
ミストボール	エスパー	特殊	95	100	5
みずのちかい	みず	特殊	80	100	10
みずのはどう	みず	特殊	60	100	20
ミラーコート	エスパー	特殊	0	100	20
みらいよち	エスパー	特殊	120	100	10
みわくのボイス	フェアリー	特殊	80	100	10
ムーンフォース	フェアリー	特殊	95	100	15
むしのさざめき	むし	特殊	90	100	10
むしのていこう	むし	特殊	50	100	20
メガドレイン	くさ	特殊	40	100	15
めざめるダンス	ノーマル	特殊	90	100	15
メテオビーム	いわ	特殊	120	90	10
もえあがるいかり	あく	特殊	90	100	10
やきつくす	ほのお	特殊	60	100	15
ゆめくい	エスパー	特殊	100	100	15
ようかいえき	どく	特殊	40	100	30
ようせいのかぜ	フェアリー	特殊	40	100	30
ライジングボルト	でんき	特殊	70	100	20
ラスターカノン	はがね	特殊	80	100	10
ラスターパージ	エスパー	特殊	95	100	5
リーフストーム	くさ	特殊	130	90	5
りゅうせいぐん	ドラゴン	特殊	130	90	5
りゅうのいぶき	ドラゴン	特殊	60	100	20
りゅうのはどう	ドラゴン	特殊	85	100	10
りんごさん	くさ	特殊	80	100	10
りんしょう	ノーマル	特殊	60	100	15
ルミナコリジョン	エスパー	特殊	80	100	10
れいとうビーム	こおり	特殊	90	100	10
れんごく	ほのお	特殊	100	50	5
ワイドフォース	エスパー	特殊	80	100	10
ワンダースチーム	フェアリー	特殊	90	95	10
